clase,olor,color_sombrero,forma_sombrero,superficie_sombrero,color_laminas,tamano_laminas,forma_tallo,color_tallo,tipo_anillo,numero_anillos,color_espora,poblacion,habitat,moretones,color_velo,textura,diametro_sombrero_cm,altura_tallo_cm
venenoso,picante,rosa,cónico,escamosa,rojo,angosta,agrandada,gris,ninguno,uno,verde,dispersa,bosque,no,marrón,húmeda,3.5,3.6
comestible,picante,canela,convexo,fibrosa,marrón,ancha,ahusada,canela,evanescente,uno,marrón,dispersa,senderos,sí,marrón,húmeda,5.2,7.6
venenoso,mohoso,verde,convexo,estriada,morado,ancha,ahusada,canela,colgante,uno,morado,abundante,senderos,sí,naranja,viscosa,6.4,5.9
comestible,ninguno,amarillo,hundido,estriada,blanco,angosta,agrandada,rosa,grande,dos,morado,varias,desechos,sí,blanco,viscosa,3.8,4.4
venenoso,picante,rojo,convexo,escamosa,negro,ancha,agrandada,blanco,colgante,ninguno,morado,varias,senderos,no,naranja,seca,5.6,4.7
venenoso,almendra,rojo,campana,estriada,blanco,ancha,ahusada,rosa,ninguno,dos,morado,abundante,hojas,no,marrón,seca,5.9,5.7
comestible,ninguno,rosa,cónico,lisa,negro,ancha,agrandada,blanco,ninguno,ninguno,verde,solitaria,desechos,no,marrón,húmeda,5.7,7.8
comestible,creosota,canela,nudoso,escamosa,verde,ancha,ahusada,marrón,grande,dos,negro,solitaria,pastizal,sí,marrón,húmeda,5.3,8.9
venenoso,creosota,rosa,hundido,lisa,verde,ancha,ahusada,rosa,evanescente,ninguno,morado,numerosa,desechos,no,naranja,seca,3.6,7.1
venenoso,almendra,gris,nudoso,escamosa,gris,ancha,agrandada,rosa,grande,uno,blanco,varias,desechos,sí,blanco,viscosa,8.0,3.8
venenoso,picante,amarillo,convexo,lisa,marrón,ancha,ahusada,marrón,grande,dos,blanco,dispersa,hojas,sí,blanco,húmeda,6.6,5.6
comestible,anís,canela,campana,escamosa,rojo,angosta,ahusada,gris,ninguno,uno,negro,numerosa,desechos,no,blanco,húmeda,10.1,5.0
venenoso,ninguno,canela,cónico,lisa,morado,angosta,ahusada,gris,ninguno,uno,morado,agrupada,hojas,sí,naranja,húmeda,3.1,5.8
venenoso,fétido,gris,nudoso,escamosa,rojo,angosta,ahusada,rosa,evanescente,ninguno,marrón,varias,desechos,sí,naranja,seca,5.4,5.8
venenoso,picante,rosa,campana,fibrosa,rojo,angosta,ahusada,marrón,grande,dos,café,dispersa,pastizal,sí,marrón,seca,5.7,6.6
venenoso,mohoso,rojo,nudoso,estriada,rosa,ancha,agrandada,gris,grande,dos,morado,dispersa,desechos,no,marrón,viscosa,6.0,6.1
comestible,almendra,marrón,convexo,lisa,negro,angosta,ahusada,canela,grande,dos,blanco,abundante,urbano,no,marrón,húmeda,6.5,11.3
venenoso,anís,blanco,plano,fibrosa,marrón,angosta,agrandada,gris,colgante,dos,verde,abundante,bosque,sí,naranja,húmeda,5.7,9.7
venenoso,fétido,canela,hundido,escamosa,rosa,angosta,agrandada,gris,evanescente,dos,verde,abundante,hojas,no,naranja,húmeda,3.5,8.1
comestible,anís,marrón,nudoso,lisa,rojo,angosta,agrandada,marrón,ninguno,uno,morado,solitaria,pastizal,no,naranja,húmeda,4.2,9.0
comestible,mohoso,rosa,hundido,fibrosa,blanco,ancha,agrandada,gris,ninguno,dos,café,solitaria,bosque,sí,naranja,húmeda,11.4,9.0
venenoso,fétido,canela,nudoso,fibrosa,blanco,angosta,agrandada,blanco,ninguno,uno,verde,numerosa,hojas,no,marrón,seca,7.9,10.4
venenoso,fétido,verde,convexo,estriada,blanco,ancha,agrandada,blanco,grande,dos,café,agrupada,bosque,sí,naranja,viscosa,7.1,4.8
comestible,creosota,rojo,hundido,escamosa,marrón,ancha,agrandada,blanco,ninguno,ninguno,café,solitaria,senderos,sí,marrón,viscosa,5.8,7.2
comestible,pescado,marrón,cónico,estriada,blanco,ancha,agrandada,gris,ninguno,uno,negro,abundante,bosque,no,blanco,viscosa,5.2,8.8
comestible,ninguno,canela,plano,fibrosa,rojo,ancha,agrandada,canela,ninguno,uno,negro,dispersa,desechos,no,naranja,húmeda,2.7,4.4
venenoso,fétido,canela,hundido,fibrosa,rojo,angosta,ahusada,rosa,colgante,uno,marrón,numerosa,bosque,sí,blanco,húmeda,5.6,4.7
venenoso,anís,rosa,campana,lisa,morado,angosta,ahusada,gris,grande,ninguno,café,varias,bosque,no,blanco,húmeda,2.3,8.5
venenoso,creosota,gris,nudoso,lisa,morado,ancha,agrandada,blanco,evanescente,dos,verde,abundante,pastizal,no,naranja,viscosa,5.1,10.7
venenoso,creosota,canela,nudoso,estriada,rojo,ancha,agrandada,canela,evanescente,uno,verde,agrupada,bosque,sí,blanco,húmeda,2.5,4.7
comestible,pescado,rojo,convexo,estriada,morado,angosta,ahusada,gris,evanescente,uno,negro,agrupada,desechos,no,blanco,húmeda,5.2,5.0
comestible,pescado,canela,plano,escamosa,morado,angosta,agrandada,gris,colgante,ninguno,café,abundante,senderos,sí,marrón,húmeda,7.2,13.4
venenoso,mohoso,blanco,campana,fibrosa,negro,angosta,agrandada,blanco,grande,dos,marrón,solitaria,senderos,no,naranja,viscosa,7.4,7.8
comestible,pescado,amarillo,hundido,fibrosa,gris,angosta,ahusada,marrón,grande,ninguno,marrón,solitaria,urbano,no,marrón,seca,6.0,6.0
venenoso,fétido,amarillo,nudoso,lisa,blanco,ancha,ahusada,rosa,grande,dos,café,agrupada,desechos,sí,marrón,húmeda,6.2,6.1
comestible,anís,rojo,cónico,estriada,morado,ancha,ahusada,blanco,evanescente,ninguno,morado,solitaria,senderos,sí,marrón,seca,5.7,7.3
venenoso,creosota,rosa,nudoso,lisa,verde,ancha,ahusada,canela,ninguno,uno,verde,agrupada,urbano,sí,naranja,viscosa,8.1,3.0
comestible,anís,canela,cónico,fibrosa,negro,ancha,ahusada,gris,colgante,dos,negro,agrupada,urbano,no,blanco,húmeda,9.2,6.8
venenoso,mohoso,gris,hundido,lisa,blanco,ancha,agrandada,blanco,colgante,uno,café,varias,senderos,sí,marrón,húmeda,4.6,6.8
venenoso,pescado,marrón,convexo,lisa,verde,angosta,ahusada,rosa,grande,dos,morado,numerosa,hojas,no,blanco,seca,4.6,7.3
comestible,almendra,amarillo,hundido,fibrosa,rosa,ancha,ahusada,canela,evanescente,dos,café,numerosa,urbano,no,naranja,seca,6.2,5.3
comestible,mohoso,rosa,hundido,fibrosa,verde,angosta,agrandada,canela,ninguno,uno,negro,solitaria,desechos,sí,blanco,húmeda,1.2,7.5
comestible,almendra,rojo,convexo,estriada,marrón,angosta,agrandada,gris,colgante,dos,morado,abundante,senderos,sí,blanco,húmeda,7.5,7.6
venenoso,fétido,rojo,convexo,fibrosa,gris,angosta,ahusada,blanco,ninguno,dos,negro,solitaria,pastizal,sí,blanco,seca,5.4,3.0
venenoso,mohoso,verde,convexo,fibrosa,gris,ancha,ahusada,blanco,evanescente,ninguno,negro,dispersa,urbano,no,blanco,húmeda,4.4,4.6
venenoso,picante,blanco,campana,lisa,blanco,angosta,agrandada,canela,grande,ninguno,blanco,abundante,senderos,no,naranja,húmeda,7.7,1.0
venenoso,mohoso,amarillo,cónico,estriada,rosa,angosta,agrandada,rosa,ninguno,uno,negro,agrupada,hojas,no,blanco,húmeda,6.7,7.3
venenoso,fétido,canela,plano,fibrosa,blanco,angosta,agrandada,canela,ninguno,uno,verde,agrupada,desechos,no,blanco,seca,7.4,6.9
comestible,ninguno,canela,hundido,fibrosa,morado,ancha,agrandada,rosa,colgante,dos,blanco,solitaria,urbano,no,marrón,húmeda,6.9,5.2
venenoso,pescado,canela,hundido,fibrosa,gris,ancha,ahusada,rosa,colgante,dos,blanco,agrupada,desechos,sí,blanco,seca,8.4,6.6
comestible,ninguno,gris,nudoso,escamosa,marrón,angosta,ahusada,blanco,grande,ninguno,morado,varias,hojas,no,blanco,viscosa,5.6,5.0
comestible,ninguno,rosa,plano,fibrosa,verde,angosta,agrandada,gris,evanescente,ninguno,blanco,dispersa,desechos,sí,marrón,húmeda,6.6,9.6
comestible,creosota,rosa,plano,fibrosa,rosa,angosta,agrandada,canela,ninguno,dos,café,solitaria,urbano,sí,blanco,viscosa,9.4,4.8
comestible,picante,gris,campana,fibrosa,rosa,ancha,agrandada,canela,ninguno,dos,marrón,numerosa,urbano,sí,blanco,húmeda,2.0,6.7
venenoso,picante,verde,nudoso,estriada,morado,angosta,ahusada,rosa,evanescente,ninguno,blanco,solitaria,urbano,sí,blanco,húmeda,3.4,9.5
comestible,creosota,blanco,plano,estriada,morado,ancha,agrandada,marrón,ninguno,ninguno,marrón,varias,pastizal,sí,naranja,viscosa,7.6,6.5
comestible,ninguno,blanco,campana,fibrosa,verde,ancha,agrandada,marrón,ninguno,dos,verde,agrupada,senderos,sí,marrón,húmeda,5.9,9.6
venenoso,fétido,marrón,plano,fibrosa,morado,ancha,agrandada,canela,ninguno,uno,negro,agrupada,bosque,sí,marrón,húmeda,6.0,3.7
comestible,ninguno,canela,hundido,fibrosa,rosa,angosta,agrandada,rosa,evanescente,dos,marrón,agrupada,urbano,no,blanco,seca,6.8,7.1
comestible,ninguno,rojo,convexo,escamosa,marrón,ancha,ahusada,canela,colgante,ninguno,negro,dispersa,senderos,sí,blanco,seca,2.1,6.9
venenoso,mohoso,gris,convexo,estriada,blanco,angosta,ahusada,gris,evanescente,uno,blanco,agrupada,urbano,sí,blanco,viscosa,7.0,6.7
comestible,anís,rojo,hundido,estriada,blanco,angosta,ahusada,marrón,grande,uno,negro,varias,senderos,sí,naranja,viscosa,6.1,3.2
venenoso,picante,canela,cónico,escamosa,rosa,ancha,ahusada,rosa,ninguno,dos,marrón,dispersa,senderos,sí,blanco,viscosa,6.8,4.1
venenoso,fétido,verde,nudoso,escamosa,gris,ancha,ahusada,blanco,colgante,uno,marrón,abundante,urbano,no,marrón,viscosa,4.8,6.6
venenoso,mohoso,amarillo,campana,lisa,verde,angosta,ahusada,blanco,ninguno,uno,morado,dispersa,urbano,sí,blanco,viscosa,6.8,9.1
comestible,ninguno,marrón,cónico,estriada,gris,ancha,ahusada,rosa,colgante,dos,verde,abundante,pastizal,no,blanco,seca,8.3,9.6
comestible,creosota,amarillo,convexo,fibrosa,negro,angosta,ahusada,marrón,colgante,dos,blanco,varias,hojas,sí,marrón,seca,5.9,7.5
comestible,almendra,amarillo,convexo,escamosa,verde,angosta,agrandada,marrón,ninguno,dos,negro,dispersa,desechos,no,blanco,viscosa,7.5,6.9
comestible,ninguno,verde,campana,lisa,rosa,ancha,ahusada,marrón,grande,uno,marrón,abundante,urbano,no,naranja,viscosa,6.3,6.5
venenoso,picante,verde,hundido,fibrosa,gris,ancha,agrandada,blanco,ninguno,dos,blanco,varias,urbano,sí,naranja,viscosa,1.8,10.3
venenoso,picante,gris,campana,lisa,rojo,angosta,ahusada,marrón,evanescente,uno,café,varias,desechos,sí,blanco,viscosa,5.3,6.9
comestible,anís,marrón,hundido,estriada,negro,angosta,ahusada,marrón,colgante,uno,negro,dispersa,desechos,sí,marrón,seca,6.9,5.5
venenoso,creosota,verde,nudoso,estriada,rojo,angosta,ahusada,canela,ninguno,uno,café,dispersa,urbano,no,blanco,viscosa,8.2,6.2
venenoso,fétido,amarillo,hundido,escamosa,rosa,ancha,ahusada,rosa,grande,ninguno,morado,solitaria,bosque,no,naranja,húmeda,5.5,4.4
venenoso,mohoso,blanco,hundido,estriada,blanco,angosta,ahusada,rosa,evanescente,uno,verde,agrupada,desechos,sí,blanco,viscosa,3.8,4.4
venenoso,mohoso,amarillo,hundido,lisa,rosa,angosta,agrandada,blanco,evanescente,uno,café,varias,desechos,sí,marrón,húmeda,6.1,5.2
comestible,pescado,verde,nudoso,estriada,morado,ancha,agrandada,gris,evanescente,ninguno,blanco,solitaria,bosque,sí,naranja,húmeda,6.9,8.4
comestible,creosota,rosa,convexo,estriada,gris,ancha,agrandada,marrón,grande,dos,café,varias,senderos,no,naranja,húmeda,3.7,3.3
comestible,pescado,blanco,campana,fibrosa,verde,ancha,ahusada,gris,evanescente,uno,café,solitaria,bosque,no,blanco,viscosa,3.6,6.0
comestible,fétido,canela,plano,escamosa,rosa,ancha,agrandada,blanco,colgante,uno,marrón,abundante,senderos,sí,blanco,viscosa,4.2,5.8
comestible,fétido,rojo,convexo,lisa,verde,ancha,ahusada,gris,ninguno,uno,negro,agrupada,urbano,no,marrón,viscosa,6.9,7.8
comestible,anís,canela,plano,fibrosa,gris,ancha,ahusada,blanco,grande,dos,café,varias,bosque,sí,blanco,húmeda,8.2,7.7
venenoso,fétido,amarillo,cónico,lisa,morado,angosta,ahusada,marrón,evanescente,ninguno,morado,abundante,senderos,no,naranja,seca,7.5,6.0
venenoso,fétido,amarillo,campana,estriada,verde,ancha,agrandada,marrón,grande,uno,verde,varias,desechos,sí,marrón,húmeda,3.1,7.8
comestible,anís,rojo,campana,escamosa,marrón,ancha,agrandada,blanco,ninguno,ninguno,café,varias,urbano,sí,naranja,húmeda,8.9,1.5
venenoso,creosota,gris,plano,fibrosa,negro,angosta,ahusada,gris,evanescente,ninguno,verde,dispersa,bosque,sí,naranja,seca,8.6,10.5
comestible,ninguno,rojo,plano,estriada,marrón,ancha,agrandada,rosa,ninguno,ninguno,morado,numerosa,urbano,no,blanco,viscosa,4.4,7.6
comestible,pescado,gris,plano,lisa,rojo,ancha,ahusada,gris,ninguno,ninguno,verde,abundante,desechos,sí,marrón,húmeda,3.4,4.4
venenoso,creosota,blanco,nudoso,estriada,verde,ancha,agrandada,rosa,ninguno,ninguno,blanco,varias,senderos,no,naranja,húmeda,6.2,6.3
comestible,ninguno,amarillo,plano,escamosa,marrón,ancha,agrandada,marrón,colgante,uno,negro,solitaria,senderos,sí,blanco,viscosa,8.6,4.6
venenoso,fétido,marrón,hundido,lisa,rojo,angosta,agrandada,canela,colgante,uno,negro,abundante,bosque,no,marrón,seca,5.0,6.9
venenoso,anís,marrón,cónico,estriada,marrón,angosta,agrandada,rosa,evanescente,uno,verde,solitaria,hojas,no,naranja,viscosa,4.6,5.3
comestible,picante,rosa,plano,estriada,rojo,angosta,agrandada,marrón,evanescente,ninguno,negro,dispersa,desechos,sí,naranja,seca,5.1,8.7
venenoso,pescado,canela,cónico,estriada,rosa,ancha,agrandada,blanco,ninguno,ninguno,verde,solitaria,senderos,no,blanco,húmeda,5.2,11.0
venenoso,pescado,gris,plano,estriada,blanco,ancha,ahusada,gris,evanescente,ninguno,verde,solitaria,bosque,no,naranja,seca,5.2,8.7
comestible,ninguno,verde,plano,escamosa,blanco,ancha,ahusada,marrón,colgante,ninguno,café,varias,urbano,sí,marrón,seca,2.5,6.9
comestible,anís,rojo,campana,escamosa,rojo,angosta,ahusada,gris,grande,dos,verde,dispersa,urbano,sí,marrón,seca,10.2,5.9
comestible,pescado,marrón,convexo,lisa,rojo,ancha,ahusada,blanco,ninguno,ninguno,blanco,dispersa,hojas,sí,marrón,húmeda,6.6,10.7
comestible,anís,canela,plano,lisa,marrón,angosta,agrandada,marrón,evanescente,ninguno,marrón,solitaria,desechos,sí,naranja,húmeda,2.8,2.8
comestible,anís,marrón,plano,fibrosa,rosa,ancha,ahusada,rosa,ninguno,uno,blanco,varias,pastizal,sí,blanco,seca,4.1,7.3
venenoso,fétido,amarillo,convexo,fibrosa,marrón,ancha,agrandada,rosa,colgante,ninguno,negro,varias,hojas,sí,naranja,húmeda,5.6,6.1
comestible,ninguno,canela,hundido,estriada,blanco,ancha,agrandada,blanco,evanescente,uno,verde,abundante,pastizal,no,marrón,seca,7.9,9.3
comestible,pescado,canela,plano,estriada,morado,angosta,ahusada,gris,ninguno,uno,blanco,solitaria,desechos,sí,marrón,viscosa,1.0,7.4
venenoso,picante,verde,convexo,fibrosa,gris,angosta,ahusada,rosa,evanescente,uno,morado,numerosa,hojas,sí,marrón,seca,8.8,7.6
venenoso,mohoso,canela,nudoso,estriada,blanco,ancha,ahusada,canela,colgante,uno,negro,agrupada,senderos,sí,blanco,seca,7.0,6.3
comestible,ninguno,canela,plano,escamosa,negro,ancha,ahusada,rosa,grande,dos,negro,numerosa,urbano,no,naranja,húmeda,3.0,9.9
venenoso,ninguno,gris,nudoso,escamosa,morado,angosta,ahusada,canela,evanescente,uno,verde,dispersa,urbano,sí,marrón,seca,4.7,4.6
venenoso,mohoso,rosa,plano,fibrosa,morado,angosta,agrandada,marrón,colgante,uno,morado,numerosa,urbano,sí,blanco,húmeda,7.7,5.1
comestible,ninguno,canela,campana,estriada,blanco,ancha,ahusada,canela,ninguno,uno,negro,solitaria,pastizal,no,marrón,seca,4.5,8.8
comestible,fétido,canela,campana,escamosa,rosa,angosta,ahusada,canela,colgante,uno,verde,varias,bosque,no,marrón,seca,8.4,11.0
comestible,mohoso,gris,nudoso,escamosa,marrón,ancha,agrandada,blanco,ninguno,ninguno,marrón,solitaria,urbano,no,naranja,seca,5.9,2.7
comestible,ninguno,canela,cónico,lisa,rosa,angosta,agrandada,rosa,colgante,ninguno,negro,solitaria,desechos,no,naranja,seca,7.7,1.8
comestible,pescado,gris,convexo,estriada,marrón,ancha,ahusada,marrón,ninguno,uno,negro,numerosa,bosque,sí,marrón,seca,3.7,3.2
comestible,almendra,blanco,hundido,fibrosa,gris,angosta,ahusada,canela,evanescente,uno,negro,solitaria,senderos,no,naranja,seca,5.9,9.5
comestible,ninguno,canela,campana,fibrosa,gris,angosta,ahusada,rosa,colgante,dos,marrón,agrupada,senderos,no,naranja,viscosa,7.1,8.1
comestible,creosota,rojo,convexo,fibrosa,verde,ancha,ahusada,gris,colgante,dos,café,agrupada,pastizal,sí,marrón,húmeda,7.3,3.5
comestible,creosota,rosa,cónico,estriada,blanco,ancha,ahusada,rosa,evanescente,ninguno,marrón,dispersa,desechos,sí,blanco,viscosa,7.3,2.7
comestible,almendra,canela,convexo,fibrosa,marrón,angosta,agrandada,canela,ninguno,uno,marrón,varias,urbano,sí,naranja,seca,4.5,10.6
comestible,almendra,amarillo,convexo,lisa,blanco,ancha,agrandada,gris,grande,ninguno,café,agrupada,senderos,sí,marrón,húmeda,6.4,3.1
venenoso,pescado,blanco,plano,fibrosa,negro,angosta,agrandada,canela,colgante,ninguno,café,varias,urbano,sí,marrón,húmeda,9.5,14.0
comestible,pescado,blanco,hundido,estriada,blanco,ancha,ahusada,marrón,colgante,uno,marrón,varias,bosque,no,naranja,viscosa,3.9,9.6
comestible,almendra,canela,plano,lisa,verde,angosta,ahusada,marrón,grande,uno,verde,solitaria,hojas,no,blanco,viscosa,8.5,12.1
venenoso,anís,amarillo,nudoso,lisa,rojo,ancha,ahusada,gris,ninguno,uno,verde,abundante,hojas,sí,blanco,viscosa,3.5,10.2
comestible,anís,amarillo,plano,lisa,rosa,ancha,agrandada,rosa,ninguno,ninguno,marrón,varias,desechos,sí,naranja,húmeda,4.8,7.9
comestible,almendra,gris,convexo,fibrosa,negro,angosta,agrandada,marrón,grande,dos,morado,dispersa,hojas,no,blanco,seca,5.1,7.7
venenoso,picante,canela,hundido,estriada,rosa,ancha,ahusada,canela,ninguno,uno,blanco,dispersa,hojas,sí,marrón,seca,3.3,8.0
comestible,ninguno,rojo,cónico,lisa,rojo,angosta,ahusada,blanco,ninguno,uno,café,solitaria,desechos,sí,naranja,húmeda,2.9,9.0
venenoso,pescado,rosa,cónico,escamosa,negro,ancha,agrandada,rosa,colgante,uno,morado,varias,senderos,no,marrón,seca,4.6,5.0
venenoso,pescado,marrón,plano,fibrosa,rosa,angosta,ahusada,marrón,ninguno,ninguno,morado,abundante,senderos,no,naranja,húmeda,5.6,8.5
comestible,ninguno,blanco,nudoso,escamosa,negro,ancha,ahusada,rosa,ninguno,dos,negro,dispersa,bosque,no,naranja,viscosa,5.0,8.1
venenoso,creosota,amarillo,convexo,escamosa,negro,ancha,agrandada,marrón,evanescente,uno,verde,solitaria,hojas,no,blanco,seca,3.3,9.1
comestible,anís,rosa,plano,estriada,negro,ancha,ahusada,canela,evanescente,uno,verde,numerosa,pastizal,no,marrón,seca,8.4,6.5
comestible,almendra,rosa,cónico,fibrosa,morado,angosta,ahusada,marrón,evanescente,dos,negro,abundante,pastizal,no,marrón,viscosa,4.6,4.8
venenoso,fétido,gris,cónico,lisa,verde,angosta,ahusada,rosa,evanescente,uno,negro,varias,bosque,no,marrón,húmeda,4.7,10.7
venenoso,pescado,verde,cónico,estriada,blanco,ancha,ahusada,blanco,colgante,dos,café,varias,hojas,no,marrón,viscosa,8.4,8.7
venenoso,anís,rosa,cónico,estriada,negro,ancha,ahusada,canela,colgante,dos,morado,numerosa,senderos,sí,blanco,húmeda,6.8,9.0
comestible,fétido,amarillo,hundido,lisa,morado,ancha,ahusada,blanco,ninguno,ninguno,marrón,numerosa,bosque,no,naranja,viscosa,8.0,7.6
comestible,ninguno,canela,hundido,lisa,morado,angosta,agrandada,canela,grande,uno,morado,numerosa,desechos,sí,naranja,húmeda,5.9,6.1
comestible,anís,marrón,plano,escamosa,verde,angosta,agrandada,rosa,ninguno,ninguno,negro,varias,bosque,sí,blanco,viscosa,7.2,7.0
comestible,mohoso,rosa,cónico,fibrosa,rosa,ancha,ahusada,rosa,evanescente,uno,marrón,varias,desechos,sí,marrón,viscosa,8.4,2.8
venenoso,almendra,rojo,campana,estriada,verde,ancha,agrandada,rosa,evanescente,ninguno,café,numerosa,pastizal,sí,naranja,húmeda,2.5,2.6
venenoso,anís,amarillo,cónico,escamosa,morado,ancha,agrandada,gris,ninguno,uno,morado,dispersa,hojas,no,blanco,viscosa,2.5,6.0
comestible,fétido,blanco,convexo,lisa,blanco,ancha,agrandada,marrón,evanescente,ninguno,negro,agrupada,bosque,sí,naranja,viscosa,8.7,7.4
comestible,almendra,rojo,convexo,fibrosa,verde,angosta,ahusada,gris,ninguno,uno,verde,agrupada,urbano,no,blanco,húmeda,6.7,6.3
venenoso,fétido,verde,hundido,escamosa,rosa,ancha,ahusada,blanco,grande,uno,marrón,varias,desechos,sí,marrón,húmeda,4.6,9.1
comestible,pescado,blanco,cónico,lisa,rojo,angosta,ahusada,gris,grande,dos,marrón,dispersa,urbano,no,marrón,seca,7.2,10.6
comestible,picante,rojo,nudoso,escamosa,rojo,angosta,ahusada,gris,colgante,dos,negro,abundante,desechos,sí,naranja,húmeda,8.7,4.1
venenoso,picante,gris,cónico,estriada,marrón,ancha,ahusada,gris,grande,uno,verde,dispersa,bosque,sí,marrón,húmeda,7.5,7.3
comestible,picante,rosa,cónico,escamosa,blanco,angosta,agrandada,canela,colgante,dos,blanco,numerosa,urbano,no,marrón,seca,4.0,5.7
comestible,ninguno,rosa,plano,fibrosa,rosa,ancha,ahusada,blanco,ninguno,ninguno,negro,agrupada,pastizal,no,blanco,seca,9.1,7.6
venenoso,creosota,blanco,campana,fibrosa,negro,angosta,agrandada,marrón,colgante,ninguno,verde,abundante,senderos,no,marrón,seca,5.6,8.2
comestible,ninguno,verde,plano,lisa,verde,ancha,ahusada,blanco,evanescente,dos,morado,agrupada,bosque,sí,marrón,viscosa,7.6,3.9
comestible,anís,rosa,plano,fibrosa,blanco,angosta,ahusada,marrón,colgante,dos,negro,varias,pastizal,no,blanco,húmeda,6.4,7.0
venenoso,pescado,amarillo,campana,estriada,negro,angosta,ahusada,gris,ninguno,ninguno,morado,agrupada,senderos,no,blanco,húmeda,6.8,5.8
comestible,almendra,verde,plano,lisa,gris,ancha,ahusada,gris,ninguno,ninguno,café,abundante,senderos,sí,naranja,viscosa,6.1,9.3
comestible,creosota,marrón,hundido,escamosa,verde,ancha,agrandada,blanco,ninguno,ninguno,café,solitaria,hojas,no,marrón,húmeda,7.7,10.3
venenoso,pescado,amarillo,cónico,lisa,negro,ancha,ahusada,marrón,colgante,ninguno,verde,abundante,desechos,no,marrón,viscosa,6.9,11.3
comestible,almendra,gris,convexo,estriada,gris,angosta,agrandada,gris,grande,dos,marrón,varias,hojas,no,marrón,húmeda,7.3,8.9
